keep	question_id	topic_sim	orig_type	question	src_gold(참고)	context_head	검수사유
X	natua_yes_no_finance-6390537_k3	0.0402	yes_no	학부모는 포함하지 않고 당일 심사위원을 결정하는 건 교장공모제에 관해서지	No	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794173_k1	0.04	yes_no	금융 감독당국과 영란은행의 활동에 대한 책임은 재무부가 맡고 있지	No	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794173_k2	0.04	yes_no	금융 감독당국과 영란은행의 활동에 대한 책임은 재무부가 맡고 있지	No	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7713477_k3	0.04	yes_no	친척이 자녀를 양육할 때 보육료 지원을 받을 수 있을까	No	(3) 승객과 운전자의 안전 보장 조치 □ 모든 사업자(면허가 불필요한 소규모 사업자 포함)는 해당 차량 운행에 필요한 직업면허를 갖춘 운전자와 보험에 가입하고 차량 검사에 합격한 차량만을 활용하여 직접 차량을 운행하거나 예약을 중개할 수 있으며, 이를 위반하는 사업자에 대해서는 육상교통청이 운전자들에게 그 사업자를 위하여 운전하는 것을 금지할 수 있음 ○	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212441_k1	0.0399	yes_no	학력 그룹은 연령별 고용률이 달라지는 데 영향을 주고 있지	Yes	(2) 영란은행법은 통화정책과 관련하여 영란은행의 목적은 물가안정 유지 및 정부의 경제정책 지원이라고 규정하면서 별도로 금융시스템의 안정성을 유지하고 제고하는데 기여하는 것이 영란은행의 목적이라고 명시하고 있다. 또한 금융안정 목적을 위하여 재무부 및 금융감독당국과 협력하여야 함을 규정하고 있다. 영란은행법 제2조A(금융안정목적) : (1) 영란은행의 목적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212441_k2	0.0399	yes_no	학력 그룹은 연령별 고용률이 달라지는 데 영향을 주고 있지	Yes	(2) 영란은행법은 통화정책과 관련하여 영란은행의 목적은 물가안정 유지 및 정부의 경제정책 지원이라고 규정하면서 별도로 금융시스템의 안정성을 유지하고 제고하는데 기여하는 것이 영란은행의 목적이라고 명시하고 있다. 또한 금융안정 목적을 위하여 재무부 및 금융감독당국과 협력하여야 함을 규정하고 있다. 영란은행법 제2조A(금융안정목적) : (1) 영란은행의 목적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212486_k3	0.0398	yes_no	OECD 국가와 비교했을 때 가족지원에 대한 한국 행정부의 지출규모가 크니	No	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212420_k2	0.0397	yes_no	남성에 비해 여성이 비수도권과 수도권의 정규직이 더 많은 성별이지	No	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212420_k3	0.0397	yes_no	남성에 비해 여성이 비수도권과 수도권의 정규직이 더 많은 성별이지	No	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437818_k1	0.0396	yes_no	승차공유가 등장하기 전까지 지점 간 여객운송의 큰 부분을 차지했던 건 택시지	Yes	□ 경기도 청년층의 경제활동참가율은 44.6%, 고용율은 41.3%로서 전국 평균(43.2%, 39.7%)보다는 다소 높은 수준임 ○ 2013년 현재 경기도 전체 경제활동인구는 6,172천명이며 고용률은 60.0%를 기록 – 30대에서 50대까지 중장년층의 고용률은 모두 70%를 상회하여 청년층 고용률과 큰 차이를 나타냄 ○ 청년층을 제외한 30대 이상이 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212426_k1	0.0396	yes_no	학력은 등급별로 한계효과의 차이가 명확하게 드러난 거지	Yes	Ⅳ. 보완방안 1. 금융안정에 대한 측정지표 개발, 금융안정 책임에 관한 유관기관과의 MOU체결 및 금융안정협의기구 구성 추진 (1) 금융안정 측정지표 개발 금융안정을 측정하는 신뢰할 수 있는 측정 지표를 개발함으로써 금융안정을 위한 정책 방향 및 법적 책임을 명확하게 설정할 필요가 있다. 즉 금융 안정 측정지표를 개발하여 목표 인플레이션을 정하고 이를 달	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212426_k2	0.0396	yes_no	학력은 등급별로 한계효과의 차이가 명확하게 드러난 거지	Yes	Ⅳ. 보완방안 1. 금융안정에 대한 측정지표 개발, 금융안정 책임에 관한 유관기관과의 MOU체결 및 금융안정협의기구 구성 추진 (1) 금융안정 측정지표 개발 금융안정을 측정하는 신뢰할 수 있는 측정 지표를 개발함으로써 금융안정을 위한 정책 방향 및 법적 책임을 명확하게 설정할 필요가 있다. 즉 금융 안정 측정지표를 개발하여 목표 인플레이션을 정하고 이를 달	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212440_k1	0.0396	yes_no	지역별 고용조사는 2013년 상반기에 인터넷을 통해서만 조사한 거지	No	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212440_k2	0.0396	yes_no	지역별 고용조사는 2013년 상반기에 인터넷을 통해서만 조사한 거지	No	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212430_k1	0.0395	yes_no	임금수준은 비수도권과 비교했을 때 수도권에서 상대적으로 높았던 거니	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212430_k2	0.0395	yes_no	임금수준은 비수도권과 비교했을 때 수도권에서 상대적으로 높았던 거니	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212510_k3	0.0395	yes_no	외환위기 전에 비해 한국경제는 실업률이 높은 구조가 계속되고 있니	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794173_k3	0.0394	yes_no	금융 감독당국과 영란은행의 활동에 대한 책임은 재무부가 맡고 있지	No	(3) 승객과 운전자의 안전 보장 조치 □ 모든 사업자(면허가 불필요한 소규모 사업자 포함)는 해당 차량 운행에 필요한 직업면허를 갖춘 운전자와 보험에 가입하고 차량 검사에 합격한 차량만을 활용하여 직접 차량을 운행하거나 예약을 중개할 수 있으며, 이를 위반하는 사업자에 대해서는 육상교통청이 운전자들에게 그 사업자를 위하여 운전하는 것을 금지할 수 있음 ○	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390519_k1	0.0393	yes_no	교육인적자원부는 교장을 여러 각도에서 뽑기 위해 교장공모제 시범운영 추진계획을 마련했어	Yes	3. 시사점 (1) 여객운송 산업의 변화에 대응할 수 있는 정책 체계 마련 필요 □ 우리나라 역시 다른 나라와 마찬가지로 여객운송 산업에서 큰 변화를 맞이하고 있어 기존 정책만으로 변화에 대응하는 데 어려움을 겪고 있음 ○ 우리나라의 지점 간 여객운송 산업은 최근 기존의 법제도를 적용하기 곤란한 우버 등 승차공유, 카카오택시 등 스마트폰 애플리케이션을 활용	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7459774_k1	0.0393	yes_no	영유아기에서 청소년기까지의 인적 자본 투자규모가 동일한 나라는 프랑스와 스웨덴일까	Yes	3. 시사점 (1) 여객운송 산업의 변화에 대응할 수 있는 정책 체계 마련 필요 □ 우리나라 역시 다른 나라와 마찬가지로 여객운송 산업에서 큰 변화를 맞이하고 있어 기존 정책만으로 변화에 대응하는 데 어려움을 겪고 있음 ○ 우리나라의 지점 간 여객운송 산업은 최근 기존의 법제도를 적용하기 곤란한 우버 등 승차공유, 카카오택시 등 스마트폰 애플리케이션을 활용	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212438_k1	0.0392	yes_no	여성의 경제활동을 이끌기 위해 정부는 고용률 70퍼센트 로드맵을 세웠을까	Yes	1차 및 2차 세계대전, 금본위제의 붕괴와 경제에 관한 정부 역할에 대한 시각 변화 등에 따라 20세기 초까지 중앙은행은 공공정책 기관으로 완전히 변신하였다. 중앙은행들은 새로운 통화질서를 관리하는 임무를 갖게 되었으며, 아직 중앙은행을 설립하지 않은 국가들은 국가 거시경제에서 핵심 역할을 하는 중앙은행의 설립을 촉구 받았으며, 많은 국가에서 중앙은행의 국	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437823_k3	0.0391	yes_no	도로교통법에는 승차공유 차량의 정기검사와 관련된 규제가 포함되어 있지 않아	No	(2) 유관기관간 MOU 체결 기획재정부, 금융위원회 등과 금융 안정과 관련하여 어느 기관이 어떠한 책임을 갖는지를 명확하게 하는 MOU를 체결함으로써 유관기관 간 책임관계를 분명히 하고 평상시 및 위기 시의 협력분야, 절차 등을 정할 필요가 있다. 즉 현재 정보 공유와 공동검사에 국한된 한국은행과 금융 감독당국과의 MOU가 존재하고 있으나, 유관기관이 명	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390522_k2	0.0391	yes_no	서울 내 교장 선출이 필요한 일부 학교에서 초빙형 교장공모제를 시행했어	No	노인장기요양보험법 시행령 일부개정령(안) 입법예고 1. 개정사유 특별현금급여가 다른 금원과 섞이면서 해당 통장이 압류되는 경우 특별현금급여와 이를 받을 권리가 침해되는 것을 방지해 노인과 그 가족의 생활안정을 도모하려는 것을 목표로 「노인장기요양보험법」이 개정됨(법률 제14321호, 2016.12.2. 개정)에 따라 특별현금급여계좌 신청 방법·절차 및 관리	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390522_k3	0.0391	yes_no	서울 내 교장 선출이 필요한 일부 학교에서 초빙형 교장공모제를 시행했어	No	노인장기요양보험법 시행령 일부개정령(안) 입법예고 1. 개정사유 특별현금급여가 다른 금원과 섞이면서 해당 통장이 압류되는 경우 특별현금급여와 이를 받을 권리가 침해되는 것을 방지해 노인과 그 가족의 생활안정을 도모하려는 것을 목표로 「노인장기요양보험법」이 개정됨(법률 제14321호, 2016.12.2. 개정)에 따라 특별현금급여계좌 신청 방법·절차 및 관리	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212449_k2	0.039	yes_no	근로자의 나이에 따라 경력단절자가 다니던 직장을 그만둔 시점이 다를까	Yes	노인장기요양보험법 시행령 일부개정령(안) 입법예고 1. 개정사유 특별현금급여가 다른 금원과 섞이면서 해당 통장이 압류되는 경우 특별현금급여와 이를 받을 권리가 침해되는 것을 방지해 노인과 그 가족의 생활안정을 도모하려는 것을 목표로 「노인장기요양보험법」이 개정됨(법률 제14321호, 2016.12.2. 개정)에 따라 특별현금급여계좌 신청 방법·절차 및 관리	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212449_k3	0.039	yes_no	근로자의 나이에 따라 경력단절자가 다니던 직장을 그만둔 시점이 다를까	Yes	노인장기요양보험법 시행령 일부개정령(안) 입법예고 1. 개정사유 특별현금급여가 다른 금원과 섞이면서 해당 통장이 압류되는 경우 특별현금급여와 이를 받을 권리가 침해되는 것을 방지해 노인과 그 가족의 생활안정을 도모하려는 것을 목표로 「노인장기요양보험법」이 개정됨(법률 제14321호, 2016.12.2. 개정)에 따라 특별현금급여계좌 신청 방법·절차 및 관리	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212502_k2	0.039	yes_no	청년 고용률은 전 연령대의 평균 고용률과 비교했을 때 낮은 수치를 보이고 있니	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212502_k3	0.039	yes_no	청년 고용률은 전 연령대의 평균 고용률과 비교했을 때 낮은 수치를 보이고 있니	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212443_k1	0.0389	yes_no	남성과 여성의 성별 고용률 차이가 제일 적게 나타난 곳은 서울일까	Yes	□ 시사점 ◦ 우리나라도 싱가포르의 정책 사례를 참고하여 ① 스마트폰 애플리케이션을 활용한 서비스 도입 등 여객운송 산업에서 지금까지 나타난 변화에 대응하고 자율주행자동차의 등장 등 앞으로 다가올 더 큰 변화에 효과적으로 대응할 수 있도록 새로운 여객운송 정책 체계를 마련하고 ② 그 과정에서 정책 당사자의 소통과 협력을 통하여 정책 수립의 효율성 및 신뢰성	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794166_k3	0.0388	yes_no	균형이 잡히는 방향으로 금융 안정과 물가 안정 간 충돌관계로 발생한 리스크가 해소 됐니	No	(2) 공정성과 참여확대 동시 추구 학부모와 교사 등 단위학교 구성원의 참여를 실질적으로 확대시킬 수 있는 방안을 모색할 필요가 있다. 학교 심사위원회가 적임자가 아니라고 판단할 경우는 2단계의 심사대상자로 추천하지 않는 것도 방안이 될 수 있다. 공정성을 강화하기 위한다는 구실로 단위학교의 참여를 크게 제한하는 방식은 설득력이 그리 높지 않다. 교과부가 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7636470_k1	0.0386	yes_no	비정규직 비율이 수도권에 비해 비수도권에서 9퍼센트 높게 나온 업종은 단순노무직일까	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7636470_k2	0.0386	yes_no	비정규직 비율이 수도권에 비해 비수도권에서 9퍼센트 높게 나온 업종은 단순노무직일까	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437839_k1	0.0383	yes_no	자율주행자동차 운행에 대비해 여객운송 체계를 새롭게 바꿀 필요는 없는 걸까	No	보육 서비스의 공급 측면에서 보육 보조교사 확보함으로써 보육시간을 연장 운영하는 방안은 영유아 보육경험이 있는 중장년층 여성의 시간제 일자리를 창출한다는 점에서 여성 고용 증진에 기여할 것으로 기대된다. 또한 기존 보육시설의 활용도를 최대한 높일 여지가 있는 것으로 보인다. 수요조사를 바탕으로 필요한 경우 기존 지자체 소속 어린이집의 수용규모를 확대하고 이	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212439_k1	0.0383	yes_no	2013년 상반기에 이뤄진 지역별 고용조사 방법은 인터넷으로만 한 거지	No	셋째, 한국은행의 목적을 규정한 한국은행 법의 목적 조항(제1조)에서 금융 안정에 유의하여야 함을 규정하고 있다는 사실이다. 또한 이와 같이 목적 조항을 개정함과 동시에 이를 뒷받침하기 위하여 긴급 유동성 지원 제도 개편, 공개시장조작 방식에 증권 대차 추가, 지급준비금 적립 대상 채무 확대 등의 개정이 이루어진 사실도 금융 안정이 한국은행의 목적의 하나임	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212439_k2	0.0383	yes_no	2013년 상반기에 이뤄진 지역별 고용조사 방법은 인터넷으로만 한 거지	No	셋째, 한국은행의 목적을 규정한 한국은행 법의 목적 조항(제1조)에서 금융 안정에 유의하여야 함을 규정하고 있다는 사실이다. 또한 이와 같이 목적 조항을 개정함과 동시에 이를 뒷받침하기 위하여 긴급 유동성 지원 제도 개편, 공개시장조작 방식에 증권 대차 추가, 지급준비금 적립 대상 채무 확대 등의 개정이 이루어진 사실도 금융 안정이 한국은행의 목적의 하나임	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7687377_k3	0.0383	yes_no	20대 후반의 여성은 경기도에서 전국 평균과 비교했을 때 경력단절 기간이 다소 짧은 편이니	Yes	(4) 갑작스런 확대실시 결정으로 인한 준비 미흡 논란 3년간의 시범적용 기간 동안 전국 초ㆍ중ㆍ고교의 약 5%를 대상으로 실시했던 교장공모제를 교과부는 2010년도 교장 결원 예정학교의 50~100%로 갑작스럽게 확대하였다. 이로 인해 아무런 사전준비나 논의가 없었던 대다수의 학교에서는 시행기간이 촉박하고 지원체제가 미흡하여 어려움을 겪은 것으로 나타났다	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390519_k2	0.0381	yes_no	교육인적자원부는 교장을 여러 각도에서 뽑기 위해 교장공모제 시범운영 추진계획을 마련했어	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390519_k3	0.0381	yes_no	교육인적자원부는 교장을 여러 각도에서 뽑기 위해 교장공모제 시범운영 추진계획을 마련했어	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212435_k3	0.0381	yes_no	한국 여성의 경제활동은 OECD 국가의 참가율과 비교했을 때 큰 차이가 있지	Yes	(3) 스위스국립은행법은 스위스국립은행은 통화정책을 수행하고, 물가안정을 유지하여야 하며, 이러한 틀 속에서 금융시스템의 안정에 기여하여야 함을 명시하고 있다. 스위스국립은행법 제5조 1. 국립은행은 전반적인 국가의 이익에 기여하는 통화정책을 수행하며 물가안정을 유지한다. 이러한 업무를 수행함에 있어서 경제발전을 고려하여야 한다. 2. 국립은행은 다음과 같	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794155_k1	0.038	yes_no	금융위원회와 기획재정부의 정확한 금융 안정 책임관계가 성립되어 있을까	No	금융위원회와 그 소속기관 직제 시행규칙 일부개정령(안) 입법예고 1. 개정이유 신용정보회사 등의 관리 강화를 위하여 필요한 인력 1명(5급 1명)을 증원하고, 인력 관리의 효율성을 높이기 위하여 금융위원회 인력 1명(기록연구사 1명)을 금융정보분석원으로 재배정하는 것으로「금융위원회와 그 소속기관 직제」(대통령령 제00000호, 2016. 00. 00. 공포	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794155_k2	0.038	yes_no	금융위원회와 기획재정부의 정확한 금융 안정 책임관계가 성립되어 있을까	No	금융위원회와 그 소속기관 직제 시행규칙 일부개정령(안) 입법예고 1. 개정이유 신용정보회사 등의 관리 강화를 위하여 필요한 인력 1명(5급 1명)을 증원하고, 인력 관리의 효율성을 높이기 위하여 금융위원회 인력 1명(기록연구사 1명)을 금융정보분석원으로 재배정하는 것으로「금융위원회와 그 소속기관 직제」(대통령령 제00000호, 2016. 00. 00. 공포	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7420348_k3	0.0378	yes_no	금융 감독당국이 공제조합과 신용조합의 인허가와 건전성 관련 감독은 담당하고 있지	Yes	〈은행 관련기관(Bank-Related Organization)에 대한 사후 감독〉 은행 관련기관은 은행을 지배하는 기업 및 은행을 지배하는 기업에 의해 지배되는 기업으로 정의한다(Federal Reserve Act). 은행의 자회사는 은행 또는 은행을 지배하는 기업을 직접, 간접으로 지배하는 주주에 의해 (또는 그러한 주주를 위해) 직접, 간접으로 지배되	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390526_k3	0.0378	yes_no	교장공모제의 변경된 심사단계에 의하면 학교운영위원이 심사에 참가하는 비중이 50퍼센트나 감소했어	Yes	□ 한국은행은 지난 3월 30일부터 약 한달간 일반 국민들과 소통의 폭을 넓혀 나가기 위하여 처음으로 ｢한국은행 스토리텔링｣을 공모하였음     ㅇ 공모내용은 한국은행과 관련한 미담이나 체험담을 600자 내외로 엮은 스토리임 □ 공모 결과 전국 각지에서 총 196명이 응모하였으며, 1차 심사에서 100편의 후보작을 뽑은 후 외부 심사위원이 포함된 2차 심사	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794151_k2	0.0377	yes_no	한국은행 법에 한국은행의 목적에 관한 내용이 명시되어 있지	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794151_k3	0.0377	yes_no	한국은행 법에 한국은행의 목적에 관한 내용이 명시되어 있지	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
