keep	question_id	topic_sim	orig_type	question	src_gold(참고: 이 답이 지문에 없어야 함)	context_head	검수사유
X	natua_numeric_reasoning_numeric-f097a3e9-d959-450d-bc82-437562d60c47	0.0446	numeric_reasoning	28일 열린 충청남도 금고지정심의위원회에서 NH농협은행과 KB국민은행의 득점은 몇 점 차이가 나는가?	1.73점	이태규 바른미래당 의원. [연합] 상상인 계열 저축은행의 주식담보대출 반대매매가 업계에서 가장 큰 비중을 차지하는 것으로 나타났다. 지난해 국정감사 때도 상상인 계열 저축은행의 고금리 주식담보대출에 대한 문제가 나왔지만, 같은 행태가 지금도 이어지고 있다는 지적도 나온다. 8일 국회 정무위원회 소속 이태규 바른미래당 의원이 금융감독원에서 받은 자료에 따르면	분야 상이
X	natua_numeric_reasoning_numeric-f4928eca-d446-4ba6-a588-ad1385290f93	0.0445	numeric_reasoning	18일 한국에너지공단이 한국남동발전 및 기후변화센터와 기후변화 대응을 위해 체결한 협약은 무엇인가?	해외사업 개발 업무협약(MOU)	종합미디어 업체 제이콘텐트리는 주식 10주를 1주로 합치는 액면병합을 진행한다고 9일 공시했다. 적정 주식수 유지를 통한 기업가치 제고와 주가 안정을 위해서다. 주당 액면가는 기존 500원에서 5000원이 되고 발행주식수는 1억4406만8982주에서 1440만6898주로 10분의 1 규모로 줄어든다. 주식 병합으로 인한 거래정지 기간은 오는 7월18일에서 	분야 상이
O	natua_yes_no_finance-7212450	0.0444	yes_no	경력단절자가 다니던 직장을 관둔 시점은 근로자의 나이에 따라 상이하니	Yes	고용보험법 시행령 일부개정령(안) 입법예고 1. 개정이유 기존에 직업안정기관의 장에게 위임하던 피보험자격관리 업무를 근로복지공단에 위탁함으로써 현재 고용보험의 적용 및 보험료 부과 업무와 고용보험 피보험자격관리 업무의 이원화에 따라 나타나는 행정 비효율 및 국민 불편사항 등을 개선하려는 것임 2. 주요내용 가. 피보험자격관리 업무를 근로복지공단에 위탁(안 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_numeric_reasoning_numeric-74a2f4e1-50f5-4dd9-957a-092a9f4535a8	0.0443	numeric_reasoning	BMW의 지난해 판매량은 메르세데스-벤츠에 비해 얼마나 적은가?	20274대	한편 서울 아파트 전셋값 역시 전주보다 0.01% 오르면서 지난해 12월 이후 29주만에 상승 전환됐다. 성북(0.17%), 송파(0.07%), 관악(0.03%), 용산(0.03%) 등이 올랐고 강동(0.15%), 도봉(0.04%), 서대문(0.30%) 등은 하락했다.	분야 상이
O	natua_text_span_finance-7438845	0.0443	text_span	금융위원회는 활발한 코넥스 시장의 조성을 어떤 식으로 계속 진행하려고 해	｢코넥스 시장 활성화 방안｣의 안착 등	Ⅲ. 향후 계획 □ 금융위와 산업부는 투자용 기술평가 모형을 기술신용평가기관(TCB)와 기술평가기관 등에 배포하고 ㅇ 동 평가모형의 활용도를 높이기 위해 다양한 지원정책을 실시할 계획 ① 은행권 기술금융 실적 평가(TECH평가) 중 “기술기반 투자” 평가시 투자용 기술평가 모형을 활용한 투자를 실적으로 집계 ② 성장사다리 펀드 내 약 5,000억원 규모의 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7212519	0.0442	yes_no	십여 년 동안 경기도에서 고용률이 증가한 연령대는 20대 후반일까	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이
X	natua_yes_no_finance-6794125	0.0441	yes_no	중앙은행의 역할과 목적은 나라별 상황에 맞게 여러 모습으로 성장해왔어	Yes	3. 시사점 (1) 여객운송 산업의 변화에 대응할 수 있는 정책 체계 마련 필요 □ 우리나라 역시 다른 나라와 마찬가지로 여객운송 산업에서 큰 변화를 맞이하고 있어 기존 정책만으로 변화에 대응하는 데 어려움을 겪고 있음 ○ 우리나라의 지점 간 여객운송 산업은 최근 기존의 법제도를 적용하기 곤란한 우버 등 승차공유, 카카오택시 등 스마트폰 애플리케이션을 활용	상식으로 답 가능
X	natua_yes_no_finance-7462357	0.044	yes_no	출산과 결혼 때문에 이전 직장을 퇴사한 근로자의 비율이 전국 평균보다 높은 지역이 경기도일까	Yes	(2) 2010년 확대실시 및 심사절차 교과부는 올해 9월 교장임용에서 768개교의 교장 결원 예정학교 가운데 56%인 436개교에서 초빙형 교장공모제를 실시하겠다고 발표하였다. 서울은 결원 학교수의 100%인 76개교에서 실시하였고, 인천은 약 67%, 그 밖의 지역은 약 50%에서 초빙형 교장공모제를 실시하였다. 교장공모 신청 결과 전국 평균경쟁률은 4	분야 상이
X	natua_text_span_finance-6406376	0.0437	text_span	스마트워크센터 근무 정착으로 조직문화를 개선하려면 어떤 조치를 해야 하지	보다 객관적이고 세부적인 인사상 평가지표의 개발	수입식품안전관리 특별법 시행규칙 일부개정령(안) 입법예고 1. 개정이유 천재지변이나 전세계적 감염병 위기 하에서는 현지실사를 할 수 없어 해외제조업소와 해외작업장에 대한 관리 · 감독이 이루어지기 어려운 실정인 바, 정보통신기술을 활용한 비대면 조사가 가능하도록 「수입식품안전관리 특별법」이 개정됨에 따라 비대면 조사의 방법 등 법률에서 위임한 사항을 규정하	분야 상이
X	natua_text_span_finance-7450867	0.0437	text_span	전기사업법에 따른 전력수급기본계획과 충돌을 일으키는 법으로는 무엇이 있어	지능형전력망법	온천법 일부개정법률(안) 입법예고 1. 개정이유 가. 출입검사의 목적으로 온천자원 보호, 온천의 적정관리 및 효과적인 이용을 명시 나. 온천법의 공동급수 및 과태료에 대해서 일몰해제 적용 다. 온천법이 인용하고 있는 법률의 제명과 인용하고 있는 용어가 해당 법률의 개정에 따라 변경된 인용 법률 제명을 반영 2. 주요내용 가. 출입검사의 목적으로 온천자원 보	중복 질문 — 대표 1건 유지
O	natua_table_lookup_finance-6801358	0.0436	table_lookup	자본제는 2013년 한국에서 현시비교우위가 어느 정도야	1.27	□ 2013년 기준으로 고충민원 처리건수는 지방국세청 중에서는 중부지방국세청이 2,730건으로 가장 많으며, 세무서 중에서는 동수원세무서가 178건으로 가장 많음 (단위: 건)  [표 15] 2013년 중앙청･세무서별 고충민원 현황 <table><tbody><tr><td colspan="2" rowspan="2">구분</td><td colspan="4">처	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-6437811	0.0436	yes_no	2020년에 시행될 예정인 싱가포르의 지점 간 여객운송사업법은 승차공유 같은 환경 변화를 반영하고 있어	Yes	첫째, 세계 각국의 중앙은행 대부분이 금융 안정을 중앙은행의 목적 중 하나로 인식하고 업무를 수행하고 있으며, 특히 현행 한국은행 법의 규정 형태는 비교법적으로 일본, 영국, 스위스 등과 같이 금융 안정에 기여 및 다른 기관과의 협력 등의 형태로 중앙은행의 금융 안정에 관한 목적을 규정하는 제3유형 형태로 볼 수 있다. 즉 한국은행 법은 제1조 목적 조항에	분야 상이
X	natua_yes_no_finance-6390534	0.0433	yes_no	단위학교의 참여를 늘리겠다는 교과부의 발표 이후 실제로는 참여를 축소하는 방향으로 공모절차를 시행했어	No	(2) 당사자 간 지속적인 소통과 협력을 통한 정책 마련 □ 우리나라에서는 현재 당사자들이 첨예하게 대립하고 있고, 정책 당사자의 참여를 통한 지속적인 소통과 협력이 이루어지지 못해 효과적인 정책의 수립·집행이 제한되고 있음 □ 싱가포르의 경우 새로운 규제 프레임워크를 도입하는 과정에 정책 당사자인 운전자, 택시협회, 승차공유차량협회, 사업자, 일반 국민이	분야 상이
O	natua_table_lookup_finance-7711776	0.0431	table_lookup	부산지방국세청에 제출된 고충민원 중에서 시정 불가능으로 된 건이 2013년엔 몇 건이었어	187	우리나라는 모든 가공단계에서 세계시장 점유율이 상대적으로 하락하고 반제품을 제외하면 부품, 자본재 및 소비재에서 중국 대비 비교우위가 약화된 것으로 분석되었다. 특히 소비재의 경우 우리나라의 세계시장 점유율은 중국의 1/10, 자본재의 경우는 1/8에 불과하다(2013년 기준). 2005~13년중 현시비교우위지수의 변화를 보면, 반제품은 우리나라의 대중국 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7212510	0.0431	yes_no	외환위기 전에 비해 한국경제는 실업률이 높은 구조가 계속되고 있니	Yes	(3) 태국은행법은 금융제도의 안정과 지급시스템 안정을 통화안정과 함께 태국은행의 목적으로 명시하고, 지급시스템의 설치 및 설치의 지원, 금융기관 감독 및 검사, 환율 및 외환준비금 관리 등의 업무를 수행할 수 있음을 규정하고 있다. 태국은행법 제7조 : 태국은행의 목적은 통화안정, 금융제도의 안정 및 지급시스템 안정을 위하여 중앙은행업에 관련 된 업무를 	분야 상이
X	natua_yes_no_finance-6794144	0.0428	yes_no	타 기관과 공조하지 않고 영란은행은 독립적으로 금융안정을 달성해나가야 해	No	(2) 공정성과 참여확대 동시 추구 학부모와 교사 등 단위학교 구성원의 참여를 실질적으로 확대시킬 수 있는 방안을 모색할 필요가 있다. 학교 심사위원회가 적임자가 아니라고 판단할 경우는 2단계의 심사대상자로 추천하지 않는 것도 방안이 될 수 있다. 공정성을 강화하기 위한다는 구실로 단위학교의 참여를 크게 제한하는 방식은 설득력이 그리 높지 않다. 교과부가 	분야 상이
X	natua_yes_no_finance-6794166	0.0426	yes_no	균형이 잡히는 방향으로 금융 안정과 물가 안정 간 충돌관계로 발생한 리스크가 해소 됐니	No	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이
X	natua_text_span_finance-6998633	0.0424	text_span	누가 예금보험공사가 착오송금 관련 채권을 매입해 피해자를 구제하는 개정 법안을 발의했어	민병두 의원	성폭력방지 및 피해자보호 등에 관한 법률 시행규칙 일부개정령(안) 입법예고 1. 개정취지 불법촬영물 삭제 지원의 신청자를 피해자 외에 배우자, 직계친족, 형제자매로 확대하는 한편, 삭제지원 대상을 촬영물 외에 복제물(복제물의 복제물을 포함)을 추가하는 내용으로「성폭력방지 및 피해자보호 등에 관한 법률」이 개정(법률 제16896호, 2020. 1. 29 공포	중복 질문 — 대표 1건 유지
O	natua_text_span_finance-6380187	0.0423	text_span	정부는 전기통신사업법에 어떤 제도를 도입해서 불법 다운로드를 제한하려고 했어	웹하드 등록제	5. 소급 입법과 외국의 행정 처분 사례 경제적 불법 행위에 대해 법적 강제력을 부과하는 방법에는 매각 명령 등으로 불법 행위를 직접 해소하는 방법과 금전적 벌칙을 통해 간접 이행하는 방법이 있다. 미국의 경우 은행법 등은 불법 행위에 대해 징벌적 손해 배상 제도를 구비하고 있으므로 법적 강제력을 이를 통해 달성하고 있다. 반면 경제적 이득 이상으로 손해 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7212462	0.0422	yes_no	비정규직과 정규직의 높지 않은 이동성이 고학력 여성이 노동시장 재진입 시 제약 조건이 될까	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이
X	natua_numeric_reasoning_numeric-bb31febd-93b1-47fe-b6ca-7980c837ea9a	0.0421	numeric_reasoning	스마트 홍수 관리와 재난대응 조기경보 시스템 중 더 많은 개소에 디지털 SOC확충을 한 것은 무엇인가?	스마트 홍수 관리	인력확보 용이성은 54.6%를 차지해 입주요건 중 전문 인력의 확보를 가장 중요하게 생각하는 것으로 드러났다. 응답기업의 소재지는 총 326개 중 서울이 97개사로 가장 많은 응답을 한 것으로 파악됐다. 인천 75개사, 경기 70개사, 대전·충북·충남 57개사, 대구·부산·경북 17개사, 강원·광주 등 10개사 순으로 응답했다. 또한, 스타트업 창업 시 인	분야 상이
X	natua_text_span_finance-7450840	0.0421	text_span	어떤 방법으로 신재생에너지 보급에 지장을 주는 원인을 해결했지	지능형 신재생	(2) 국외 현충시설 관리현황 국외에 산재해 있는 독립운동 관련시설 및 한국전 참전시설에 대한 관리는 해당국가의 지방정부나 민간단체 등이 주관하며 우리의 국가보훈처 및 유관단체 등과의 협조를 통해 보존·관리하고 있다. 특히 중국, 러시아 등 광범위한 지역에 유적이 산재해 있는 국가의 경우에는 현지 유관기관 및 대학 등과 협약을 체결해서 위탁관리하고 있다. 	분야 상이
X	natua_text_span_finance-6380189	0.0418	text_span	여러 가지 영화 배급 방법이 생겨나면서 별도의 정의가 요구되는 영화 관련 산업은 뭐야	온라인영화서비스업	5. 소급 입법과 외국의 행정 처분 사례 경제적 불법 행위에 대해 법적 강제력을 부과하는 방법에는 매각 명령 등으로 불법 행위를 직접 해소하는 방법과 금전적 벌칙을 통해 간접 이행하는 방법이 있다. 미국의 경우 은행법 등은 불법 행위에 대해 징벌적 손해 배상 제도를 구비하고 있으므로 법적 강제력을 이를 통해 달성하고 있다. 반면 경제적 이득 이상으로 손해 	중복 질문 — 대표 1건 유지
X	natua_yes_no_finance-6794174	0.0417	yes_no	재무부가 금융 감독당국과 영란은행의 활동 관련 책임을 담당하고 있지	No	(2) 대규모 PHCB사업자 면허 의무화 등 면허 체계 개편 □ 차량과 사업 종류에 따른 기존의 면허 체계를 제공하는 서비스에 따른 새로운 면허 체계로 개편하고, 기존에는 관련 면허 제도가 없어 면허 취득 의무가 없었던 PHCB사업자 중 플랫폼에 등록된 차량이 800대 이상인 대규모 PHCB사업자에게도 해당 영업면허 취득을 의무화함 ○ 기존에는 택시운영사업	분야 상이
O	natua_table_lookup_finance-6799909	0.0414	table_lookup	전자산업 분야의 기술 우위는 2008년 대비 2014 증감은 몇이야	-1.6	□ 감사원의 경우 2013년 기준 총 처리건수는 321건이며, 2012년 대비 총 접수건수는 증가하였으나, 처리건수는 감소하였으며 인용률 또한 전년대비 17%p 하락한 것으로 나타남 (단위: 건, %)  [표 8] 감사원 심사청구 처리 현황 <table><tbody><tr><td colspan="2" rowspan="2">구분</td><td rowspan=	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_table_lookup_finance-6801102	0.0413	table_lookup	2005년에 비해 2013년 기계산업의 증감률은 얼마야	1.2	□ 국세청 심사청구의 경우 2013년 기준 총 처리건수는 757건으로 2011년 이후 감소추세를 보이고 있음 (단위: 건, %)  [표 6] 국세청 심사청구 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">처리 대상</td><td colspan="4">처리현황</td></tr><tr><td>계	중복 질문 — 대표 1건 유지
X	natua_numeric_reasoning_numeric-dd3a6dff-8cf2-4957-a2af-9503bacae3ab	0.0412	numeric_reasoning	5일 IMF는 중국의 올해 경제 성장률 전망치를 종전보다 얼마나 하향 조정했는가?	5일(현지시간) AFP통신에 따르면 IMF는 이날 중국의 올해 경제 성장률 전망치를 종전 6.3%에서 6.2	한편 서울 아파트 전셋값 역시 전주보다 0.01% 오르면서 지난해 12월 이후 29주만에 상승 전환됐다. 성북(0.17%), 송파(0.07%), 관악(0.03%), 용산(0.03%) 등이 올랐고 강동(0.15%), 도봉(0.04%), 서대문(0.30%) 등은 하락했다.	분야 상이
X	natua_text_span_finance-6383696	0.0411	text_span	국토교통부 조사에 의하면 전국에서 섬이 제일 많은 지역은 어디야	전남	수입식품안전관리 특별법 시행규칙 일부개정령(안) 입법예고 1. 개정이유 천재지변이나 전세계적 감염병 위기 하에서는 현지실사를 할 수 없어 해외제조업소와 해외작업장에 대한 관리 · 감독이 이루어지기 어려운 실정인 바, 정보통신기술을 활용한 비대면 조사가 가능하도록 「수입식품안전관리 특별법」이 개정됨에 따라 비대면 조사의 방법 등 법률에서 위임한 사항을 규정하	분야 상이
O	natua_table_lookup_finance-7711680	0.0407	table_lookup	2010년 이후 계속해서 감소 추세인 과세전적부심사 처리건수가 2013년에 총 몇 건이야	4,976	2000년대 중반 이후 신흥국의 고기술제품 수출이 점차 늘어나고 이에 필요한 노동집약적 제품 및 저·중간기술 제품의 자급률도 상승하는 등 신흥국과 선진국간 기술격차 축소 등으로 글로벌 생산분업은 확장세가 둔화되고 있다.  〈표 2〉 세계교역의 기술수준별 비중 <table><tbody><tr><td></td><td>연도</td><td>노동집약적</td><td	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7212490	0.0406	yes_no	경기지역은 전국 평균에 비해 출산율과 여성 고용률이 낮은 수준을 보였니	Yes	(2) 2010년 확대실시 및 심사절차 교과부는 올해 9월 교장임용에서 768개교의 교장 결원 예정학교 가운데 56%인 436개교에서 초빙형 교장공모제를 실시하겠다고 발표하였다. 서울은 결원 학교수의 100%인 76개교에서 실시하였고, 인천은 약 67%, 그 밖의 지역은 약 50%에서 초빙형 교장공모제를 실시하였다. 교장공모 신청 결과 전국 평균경쟁률은 4	중복 질문 — 대표 1건 유지
O	natua_text_span_finance-7015519	0.0405	text_span	누구한테 안전관리계획을 수립해서 공표하는 업무가 주어졌어	학교의 장	온천법 일부개정법률(안) 입법예고 1. 개정이유 가. 출입검사의 목적으로 온천자원 보호, 온천의 적정관리 및 효과적인 이용을 명시 나. 온천법의 공동급수 및 과태료에 대해서 일몰해제 적용 다. 온천법이 인용하고 있는 법률의 제명과 인용하고 있는 용어가 해당 법률의 개정에 따라 변경된 인용 법률 제명을 반영 2. 주요내용 가. 출입검사의 목적으로 온천자원 보	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-7711689	0.0405	table_lookup	과세전적부심사 처리 현황에서 해당 제도에 불채택된 건이 2010년도엔 어느 정도였지	3,619	우리나라는 모든 가공단계에서 세계시장 점유율이 상대적으로 하락하고 반제품을 제외하면 부품, 자본재 및 소비재에서 중국 대비 비교우위가 약화된 것으로 분석되었다. 특히 소비재의 경우 우리나라의 세계시장 점유율은 중국의 1/10, 자본재의 경우는 1/8에 불과하다(2013년 기준). 2005~13년중 현시비교우위지수의 변화를 보면, 반제품은 우리나라의 대중국 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_text_span_finance-6482681	0.0403	text_span	기술금융 투자모형은 평가의 정확성을 높이기 위해 어떻게 했어	기업을 성장단계별로 분류	산림청과 그 소속기관 직제 시행규칙 일부개정령(안) 입법예고 1. 개정이유 및 주요내용 산림청 소속기관인 산림항공본부에 총액인건비제를 활용하여 직급 하향 조정한 인력 13명(8급 13명)을 종전의 직급(7급 13명)으로 환원하고, 인력운영의 효율성을 높이기 위하여 산림항공본부의 관리운영직군 정원 2명(9급 2명)을 기술직군 정원 2명(9급 2명)으로, 시간	분야 상이
X	natua_numeric_reasoning_numeric-b118460e-f449-4da7-9156-b9edb8eeacee	0.0402	numeric_reasoning	'희망두배 청년통장', '꿈나래 통장'의 올해 신규 모집인원은 작년보다 몇 % 늘었는가?	138.26%	한편 서울 아파트 전셋값 역시 전주보다 0.01% 오르면서 지난해 12월 이후 29주만에 상승 전환됐다. 성북(0.17%), 송파(0.07%), 관악(0.03%), 용산(0.03%) 등이 올랐고 강동(0.15%), 도봉(0.04%), 서대문(0.30%) 등은 하락했다.	분야 상이
O	natua_table_lookup_finance-6991861	0.0402	table_lookup	13년에 어느 정도의 건의 착오송금에 대해 반환청구가 있었어	59,958	□ 권리보호요청은 매년 약 1,000건 정도 접수되며, 약 90% 정도의 시정률을 보이고 있음 (단위: 건)  [표 10] 권리보호요청 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">처리대상</td><td colspan="3">처리 현황</td></tr><tr><td>계</td><td>시정<	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_numeric_reasoning_numeric-561a41b1-ff86-45b8-a373-8e06b906f439	0.0401	numeric_reasoning	중소벤처기업진흥공단이 운영하는 윤리인권경영위원회는 외부위원과 내부위원 중 어느 쪽 인원이 더 많은가?	외부위원	[지난 2월 임명된 강민석 청와대 대변인이 자신과 가족의 명의로 총 24억2200만원 가량의 재산을 신고했다. 문 대통령의 1~3기 대변인(박수현·김의겸·고민정) 중 가장 많은 재산을 보유하고 있는 것으로 나타났다. 정부공직자윤리위원회가 29일 공개한 5월 고위 공직자 재산 수시 공개 자료에 따르면, 강 대변인은 서울 서초구 잠원동 소재의 본인과 배우자 공	분야 상이
O	natua_table_lookup_finance-6776965	0.0401	table_lookup	다목적회관 등과 같은 문화복지시설의 프로젝트 비용 중에 어느 정도가 지방비로 확인되었어	12,349	그러나 중국과 비교할 경우 주력 수출품의 세계시장 점유율 상승폭이 크지 않고 현시비교우위지수의 개선폭도 크지 않다는 점에서 대중국 경쟁력 격차는 축소된 것으로 평가된다. 우리나라 전자산업의 세계시장 점유율이 중국의 1/5 수준(2013년 기준)에 그치고 있는 등 4대 주력산업의 점유율은 중국의 평균 1/3 수준에 불과하다. 현시비교우위지수를 분석해 보면, 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-6794179	0.0398	yes_no	새 규제를 만들 때 금융 감독당국은 재무부를 돕는 역할을 하고 있어	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이
X	natua_yes_no_finance-6478479	0.0398	yes_no	자산운용사의 수익성지표는 운용환경이 악화되었음에도 불구하고 호전세를 보였을까	No	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이
X	natua_text_span_finance-6406380	0.0397	text_span	어떻게 해야 스마트워크센터 이용을 활성화시킬 수 있지	클라우드 컴퓨팅 환경을 효과적으로 구축	2. 보고서 작성의 목적 □ 스마트그리드 사업 정의의 구체화 ○ 「지능형전력망법」에서 규정하고 있는 스마트그리드의 개념이 모호하여, 이에 대한 사업 평가 또는 사업에 대한 투자의 방향 설정에 어려움을 겪고 있음 - 우리나라와 마찬가지로 스마트그리드를 법률에서 규정하여 사업을 진행하고 있는 미국 입법례를 분석하여 스마트그리드의 정의를 보다 구체화시키고자 함 	표면어/지시어 함정
X	natua_text_span_finance-7450865	0.0396	text_span	연중 부하율이 대략 7.33퍼센트 정도 오르려면 최대 10프로 개선되어야 하는 건 뭐야	근무일의 일일 부하율	(2) 개발대상도서의 지원 범위 확대 지속가능한 도서지역의 관리를 위해 개발대상도서의 범위를 확대하는 방안이다. 현행 「도서개발 촉진법」과 동 법 시행령에 따라 도서가 육지와 연결되어 10년이 지났을 경우에 정부지원에서 제외하고 있으나, 연륙 이후 10년이 경과해도 여전히 지방재정과 개발수준이 열악한 도서가 많아서 규제완화 방안이 요구된다. 또한 도서인구가	분야 상이
X	natua_text_span_finance-7450842	0.0394	text_span	2014년도에 결정된 29가지 스마트그리드 단위사업을 위해 얼마나 투자해	5,180억 원	(3) 인프라 부족 및 기술적 보완 필요 2011년 1월에 정부에서 발표한 「2011년도 스마트워크 활성화 추진계획」에 따르면 2015년까지 전국적으로 총 50개의 공공 스마트워크센터를 구축하는 것을 목표로 하였으나, 2015년 4월 현재 구축된 센터는 목표 대비 32%인 16개에 불과한 실정이다. 현재 16개소의 스마트워크센터 중 정부청사에 위치하고 있는	표면어/지시어 함정
O	natua_table_lookup_finance-6801211	0.0394	table_lookup	2005년 중국 대비 한국 기계산업은 현시비교우위지수가 어느 정도야	3.01	□ 권리보호요청은 매년 약 1,000건 정도 접수되며, 약 90% 정도의 시정률을 보이고 있음 (단위: 건)  [표 10] 권리보호요청 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">처리대상</td><td colspan="3">처리 현황</td></tr><tr><td>계</td><td>시정<	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_text_span_finance-7450877	0.0393	text_span	무엇과 전력시스템 기술을 접목하여 전력시스템의 안전도를 높여주는 기술이 스마트그리드야	정보통신기술	5. 나가며 당초 정부는 여성인력 증가에 따른 일과 삶의 균형을 통한 생산성 제고, 긴 노동시간 대비 낮은 생산성을 해결하기 위한 근무방식 선진화 등을 위해 공공부문에서 선제적으로 스마트워크센터를 도입하고 이를 민간부문으로 확산하고자 하였다. 이와 관련하여 현재 국회에는 공공부문뿐만 아니라 민간부문에서의 스마트워크센터 활용을 촉진하기 위한 「스마트워크 촉진	표면어/지시어 함정
X	natua_text_span_finance-7450897	0.0392	text_span	전력시스템 부하율이 높을수록 스마트그리드 기술로 확보하기 힘들어지는 것은 뭐야	경제성	5. 나가며 당초 정부는 여성인력 증가에 따른 일과 삶의 균형을 통한 생산성 제고, 긴 노동시간 대비 낮은 생산성을 해결하기 위한 근무방식 선진화 등을 위해 공공부문에서 선제적으로 스마트워크센터를 도입하고 이를 민간부문으로 확산하고자 하였다. 이와 관련하여 현재 국회에는 공공부문뿐만 아니라 민간부문에서의 스마트워크센터 활용을 촉진하기 위한 「스마트워크 촉진	표면어/지시어 함정
O	natua_table_lookup_finance-7711793	0.0388	table_lookup	2013년에 청구된 기타 내국세에 대한 심판청구 건 수 중 기한 내 처리건수는 얼마나 돼	667	2005~13년중 우리나라 전자산업의 주요 수출품은 대세계 경쟁력이 개선되었으나 중국에 비해서는 개선폭이 작아 대중국 경쟁력 격차가 축소된 것으로 분석된다. 우리나라의 세계시장 점유율은 컴퓨터와 컴퓨터 부품을 제외하고는 모두 상승하였으며, 무역특화지수도 컴퓨터를 제외한 대부분의 제품에서 수출특화가 강화되거나 수출특화로 전환하였다.  〈표 9〉 전자산업 주력	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-6776948	0.0386	table_lookup	전국에서 섬의 수가 가장 많은 곳은 전남이고 그 섬들의 면적을 모두 합하면 얼마야	1,601,347,399	한편 가공단계별로 보면, 중간재(부품과 반제품)의 경우는 우리나라의 대세계 경쟁력이 다소 강화되었다. 2005~13년중 반제품과 부품에서는 우리나라의 세계시장 점유율과 무역특화지수가 모두 상승한 반면 자본재 및 소비재에서는 모두 하락하였다.  〈표 7〉 가공단계별 시장점유율 변화 <table><tbody><tr><td></td><td>수출비중</td><td	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
